chr	start	end	strand	type	transposon	gene_id	gene_name	transcript_id
chr22	37612726	37612775	+	Predicted	SINE|Alu|AluY	ENSG00000100083.19	GGA1	
chr22	38192099	38192100	-	Annotated	LINE|L2|L2c	ENSG00000184381.20	PLA2G6	ENST00000417303.6
chr22	38509428	38509429	-	Predicted	LTR|ERV1|MER4A	ENSG00000100206.11	DMC1	
chr22	38653852	38653853	-	Annotated	LINE|L2|L2b	ENSG00000184949.18	FAM227A	ENST00000608409.5
chr22	38702179	38702181	-	Predicted	SINE|Alu|AluSp	ENSG00000100221.11	JOSD1	
chr22	39264987	39264988	+	Annotated	LINE|L2|L2b	ENSG00000284633.2	ENSG00000284633	ENST00000642075.1
chr22	39320388	39320389	-	Annotated	SINE|Alu|AluSx3	ENSG00000100316.16	RPL3	ENST00000465618.5
chr22	39874055	39874056	-	Predicted	LTR|ERVL-MaLR|THE1B	ENSG00000176177.10	ENTHD1	
chr22	40177400	40177401	+	Predicted	SINE|MIR|MIRc	ENSG00000100354.21	TNRC6B	
chr22	40370166	40370167	+	Predicted	SINE|Alu|AluSx1	ENSG00000284431.1	ENSG00000284431	
chr22	40370329	40370357	+	Predicted	SINE|Alu|AluSx1	ENSG00000284431.1	ENSG00000284431	
chr22	40400694	40400698	+	Predicted	SINE|MIR|MIR3	ENSG00000100359.21	ENSG00000284431.1	
chr22	41607629	41607630	-	Predicted	DNA|hAT-Charlie|MER20	ENSG00000100418.8	DESI1	
chr22	41689156	41689157	+	Predicted	SINE|Alu|AluSx1	ENSG00000184208.12	C22orf46	
chr22	41689224	41689282	+	Predicted	SINE|Alu|AluSx1	ENSG00000184208.12	C22orf46	
chr22	41781351	41781497	+	Annotated	SINE|MIR|MIR3	ENSG00000167077.13	MEI1	ENST00000487535.5
chr22	42145538	42145539	-	Predicted	LINE|L1|L1M4c	ENSG00000205702.12	CYP2D7	
chr22	43756205	43756206	-	Predicted	SINE|MIR|MIR	ENSG00000186976.15	EFCAB6	
chr22	44181022	44181023	+	Annotated	LINE|L2|L2c	ENSG00000138964.17	PARVG	ENST00000416291.5
chr22	45158185	45158186	-	Predicted	LTR|ERV1|LTR75_1	ENSG00000226328.8	NUP50-DT	
chr22	45620857	45620858	-	Annotated	LTR|ERVL-MaLR|THE1D	ENSG00000238120.2	LINC01589	ENST00000701502.1
chr22	46042640	46042641	-	Predicted	DNA|hAT-Tip100|MER45A	ENSG00000231711.2	LINC00899	
chr22	46048411	46048412	-	Annotated	DNA|hAT-Tip100|MER45A	ENSG00000289160.1	ENSG00000289160	ENST00000692935.1
chr22	46874717	46874718	-	Predicted	SINE|Alu|AluSz	ENSG00000100422.14	CERK	
chr22	47324294	47324295	+	Predicted	SINE|MIR|MIR	ENSG00000224715.1	ENSG00000224715	
chr22	47487948	47487952	-	Predicted	LTR|ERV1|LTR12C	ENSG00000218357.4	LINC01644	
chr22	47631568	47631569	-	Annotated	LTR|ERVL|MLT2B1	ENSG00000205634.7	LINC00898	ENST00000380990.5
chr22	47635181	47635182	+	Predicted	LTR|ERVL|MLT2D	ENSG00000224271.8	EPIC1	ENST00000652675.1
chr22	48693247	48693248	+	Annotated	LINE|L1|L1ME4c	ENSG00000219438.9	TAFA5	ENST00000406880.1
chr22	48796886	48796887	+	Predicted	DNA|hAT-Charlie|MER5A	ENSG00000219438.9	TAFA5	
chr22	48866770	48866771	+	Annotated	LTR|ERV1|MER57B1	ENSG00000205632.4	LINC01310	ENST00000380981.3
chr22	49425436	49425437	-	Annotated	DNA|hAT-Charlie|MER1A	ENSG00000188511.14	MIR3667HG	ENST00000498829.1
chr22	49657429	49657542	-	Annotated	LTR|ERVL-MaLR|MSTA	ENSG00000188511.14	MIR3667HG	ENST00000414287.5
chr22	50204920	50204921	+	Predicted	LINE|L1|L1MB1	ENSG00000073169.15	SELENOO	
chr22	50245530	50245531	-	Predicted	DNA|hAT-Blackjack|MER63D	ENSG00000128159.12	TUBGCP6	
chr22	50330664	50330665	+	Predicted	SINE|Alu|AluY	ENSG00000100239.16	PPP6R2	
chr22	50330717	50330718	+	Predicted	SINE|Alu|AluY	ENSG00000100239.16	PPP6R2	
chr22	50541846	50541847	-	Annotated	SINE|Alu|FLAM_C	ENSG00000289947.1	ENSG00000289947	ENST00000702005.1
chr22	50576112	50576113	-	Predicted	LINE|RTE-BovB|MamRTE1	ENSG00000205560.13	ENSG00000254413.8	
chr22	50586844	50586845	+	Predicted	LTR|ERVL|ERVL-E-int	ENSG00000205559.5	CHKB-DT	
chr22	50587271	50587272	+	Predicted	LTR|ERVL|ERVL-E-int	ENSG00000205559.5	CHKB-DT	
chr2	10006029	10006030	-	Annotated	LTR|ERV1|LTR12D	ENSG00000188525.4	ENSG00000188525	ENST00000340444.1
chr2	100192427	100192428	-	Annotated	LTR|ERVL-MaLR|MLT1L	ENSG00000144218.21	AFF3	ENST00000672999.1
chr2	100739958	100739959	+	Annotated	LTR|ERVL-MaLR|MLT1F2	ENSG00000286737.1	ENSG00000286737	ENST00000671633.1
chr2	101275135	101275136	-	Predicted	SINE|Alu|AluSc8	ENSG00000163162.9	RNF149	
chr2	101275631	101275632	-	Predicted	SINE|Alu|AluYa5	ENSG00000163162.9	RNF149	
chr2	101567900	101567901	-	Annotated	LTR|ERV1|MER50	ENSG00000286101.1	ENSG00000286101	ENST00000651956.1
chr2	101983465	101983469	+	Annotated	LTR|ERVL-MaLR|MLT1A0	ENSG00000281162.4	LINC01127	ENST00000625702.1
chr2	102020867	102020868	+	Predicted	DNA|hAT-Charlie|MER5A	ENSG00000115590.14	IL1R2	
chr2	10449728	10449729	+	Annotated	LINE|L2|L2b			NR_110597.1
chr2	105329664	105329775	-	Annotated	LTR|ERV1|LTR2752	ENSG00000135966.13	TGFBRAP1	ENST00000393359.7
chr2	105335279	105335283	-	Predicted	SINE|MIR|MIRc	ENSG00000272994.2	C2orf49-DT	
chr2	105798860	105798861	-	Annotated	LINE|L1|L1MC4a	ENSG00000290119.1	ENSG00000290119	ENST00000703042.1
chr2	105962383	105962386	-	Annotated	LINE|L1|L1ME3A	ENSG00000234162.3	ENSG00000234162	ENST00000652190.1
chr2	106063246	106063295	+	Annotated	LTR|ERVL-MaLR|MLT1A0	ENSG00000119147.10	ECRG4	ENST00000493478.5
chr2	106435480	106435502	-	Predicted	SINE|Alu|AluSc8	ENSG00000153165.19	RGPD3	
chr2	107542570	107542571	-	Annotated	LTR|ERVL|MER70A			NR_183423.1
chr2	107746934	107746944	-	Annotated	LTR|ERV1|LTR12C	ENSG00000286769.1	ENSG00000286769	ENST00000669817.1
chr2	107748269	107748270	-	Annotated	SINE|Alu|AluY	ENSG00000237880.2	LINC01885	ENST00000654481.1
chr2	107826768	107826891	-	Annotated	SINE|Alu|AluSx1	ENSG00000230651.8	RGPD4-AS1	ENST00000457647.2
chr2	10837711	10837712	-	Annotated	SINE|MIR|MIR			NM_001282705.2
chr2	108450716	108450760	+	Predicted	SINE|Alu|AluSx1	ENSG00000135968.22	GCC2	
chr2	108607147	108607162	+	Annotated	LTR|ERVL-MaLR|MLT1A0	ENSG00000169756.17	LIMS1	ENST00000410093.5
chr2	108677491	108677492	-	Predicted	LINE|L1|L1MC4	ENSG00000228763.1	LIMS1-AS1	
chr2	109995286	109995309	+	Predicted	LTR|ERVL-MaLR|MLT1D	ENSG00000204588.5	LINC01123	
chr2	110118138	110118139	-	Annotated	LINE|L1|L1MD2			NM_001371559.1
chr2	110390844	110390845	-	Predicted	LINE|L2|L2a	ENSG00000257207.5	ENSG00000257207	
chr2	110642789	110642790	-	Annotated	SINE|Alu|AluJr	ENSG00000169679.15	BUB1	ENST00000478175.2
chr2	110675296	110675297	-	Annotated	LINE|L2|L2a	ENSG00000169679.15	BUB1	ENST00000436916.1
chr2	111480061	111480062	-	Predicted	LTR|ERVL-MaLR|MLT1C	ENSG00000172965.17	ENSG00000285016.1	
chr2	111480252	111480261	-	Annotated	LTR|ERVL-MaLR|MLT1C	ENSG00000172965.17	MIR4435-2HG	ENST00000673821.1
chr2	111912217	111912242	-	Predicted	SINE|Alu|AluSx3	ENSG00000153107.13	ANAPC1	
chr2	112585841	112585842	+	Predicted	SINE|Alu|AluJo	ENSG00000125611.16	CHCHD5	
chr2	112585898	112585899	+	Predicted	SINE|Alu|AluJo	ENSG00000125611.16	CHCHD5	
chr2	11288452	11288453	-	Predicted	SINE|MIR|MIRc	ENSG00000134318.16	ROCK2	
chr2	113220476	113220477	-	Annotated	SINE|MIR|MIR	ENSG00000125618.18	PAX8	ENST00000480684.1
chr2	113374973	113374994	-	Annotated	LTR|ERVL-MaLR|THE1A	ENSG00000289035.1	ENSG00000289035	ENST00000691558.1
chr2	113704174	113704176	-	Predicted	LTR|ERV1|LTR12E	ENSG00000227359.1	LINC02936	
chr2	113777434	113777458	-	Predicted	SINE|Alu|AluSg	ENSG00000115084.15	SLC35F5	
chr2	113882319	113882320	-	Predicted	LTR|ERVL-MaLR|MLT1J	ENSG00000228857.3	ACTR3-AS1	
chr2	113978868	113978885	+	Annotated	SINE|Alu|AluSx	ENSG00000234199.3	LINC01191	ENST00000670955.1
chr2	11398956	11399003	+	Annotated	LTR|ERVL-MaLR|MSTA-int	ENSG00000224177.8	LINC00570	ENST00000658552.1
chr2	11399054	11399055	+	Annotated	LTR|ERVL-MaLR|MSTA-int	ENSG00000224177.8	LINC00570	ENST00000453100.1
chr2	11407297	11407305	+	Annotated	LTR|ERVL-MaLR|MLT1K	ENSG00000285569.4	ENSG00000285569	ENST00000663962.1
chr2	11681434	11681462	+	Annotated	LTR|ERVL-MaLR|MSTA	ENSG00000228496.2	ENSG00000228496	ENST00000455754.2
chr2	118045305	118045306	+	Predicted	DNA|hAT-Tip100|MER45B	ENSG00000235066.7	ENSG00000235066	
chr2	118952982	118952983	-	Annotated	LTR|ERV1|LTR10E	ENSG00000259094.1	ENSG00000259094	ENST00000556770.1
chr2	119476428	119476455	+	Annotated	LTR|Gypsy|MamGypLTR3	ENSG00000231013.2	SCTR-AS1	ENST00000457436.2
chr2	119476592	119476593	+	Annotated	LTR|Gypsy|MamGypLTR3	ENSG00000231013.2	SCTR-AS1	ENST00000657643.1
chr2	120259222	120259223	-	Annotated	LTR|ERV1|LTR12C	ENSG00000289091.2	ENSG00000289091	ENST00000689405.2
chr2	1210425	1210426	+	Predicted	DNA|TcMar-Tigger|Tigger3c	ENSG00000172554.12	SNTG2	
chr2	122761014	122761015	+	Annotated	LTR|ERVL-MaLR|THE1B	ENSG00000286481.2	ENSG00000286481	ENST00000687364.1
chr2	123073480	123073481	-	Annotated	LINE|L1|L1M4b	ENSG00000232740.1	LINC01826	ENST00000432894.1
chr2	12570220	12570221	+	Predicted	LTR|ERV1|HERVH-int	ENSG00000224184.7	MIR3681HG	
chr2	125710969	125710970	+	Annotated	LTR|ERV1|LTR7C	ENSG00000235491.1	LINC01889	ENST00000430692.1
chr2	126118022	126118023	-	Annotated	LINE|L2|L2c	ENSG00000226813.3	LINC01941	ENST00000659902.1
chr2	126308354	126308355	-	Annotated	LTR|ERV1|LTR1A2	ENSG00000290113.1	ENSG00000290113	ENST00000703015.1
chr2	127370348	127370349	+	Predicted	LTR|ERVK|LTR22C0	ENSG00000286145.2	ENSG00000286145	
chr2	127468015	127468016	+	Predicted	SINE|MIR|MIR	ENSG00000231731.7	ENSG00000231731	
chr2	127889771	127889772	-	Predicted	SINE|Alu|AluJo	ENSG00000144233.12	AMMECR1L	
chr2	130428499	130428552	-	Annotated	SINE|Alu|AluY			"NR_046258.1, NR_046259.1"
chr2	131611524	131611527	+	Predicted	SINE|MIR|MIR3	ENSG00000204434.6	POTEKP	
chr2	133559117	133559120	-	Predicted	SINE|MIR|MIRb	ENSG00000176771.18	NCKAP5	
chr2	134877643	134877646	-	Predicted	LTR|ERVL-MaLR|MLT1F	ENSG00000152128.13	ENSG00000224043.9	
chr2	13537858	13537859	+	Predicted	LTR|ERVL-MaLR|THE1D	ENSG00000229370.1	ENSG00000229370	
chr2	136353757	136353758	+	Predicted	LTR|ERVL-MaLR|MLT1A1	ENSG00000229568.1	SMC4P1	
chr2	137155960	137155961	+	Annotated	SINE|MIR|MIR3	ENSG00000144229.13	THSD7B	ENST00000485379.1
chr2	137927931	137927932	-	Annotated	LTR|ERVL-MaLR|MLT1A0			NR_120402.1
chr2	138601599	138601619	+	Annotated	LTR|ERVL-MaLR|MLT1C	ENSG00000237772.2	LINC02631	ENST00000665886.1
chr2	141231548	141231549	-	Predicted	LTR|ERVL|LTR32	ENSG00000168702.18	LRP1B	
chr2	141995410	141995411	-	Predicted	LTR|ERVL-MaLR|MLT1D	ENSG00000168702.18	LRP1B	
chr2	143193384	143193385	+	Annotated	DNA|DNA|MER130	ENSG00000075884.14	ARHGAP15	ENST00000460776.5
chr2	143247271	143247291	+	Annotated	LTR|ERVL|LTR32	ENSG00000075884.14	ARHGAP15	ENST00000469117.5
chr2	144465290	144465291	+	Predicted	LINE|L2|L2c	ENSG00000283118.1	ENSG00000283118	
chr2	146837727	146837768	+	Annotated	LTR|ERVL-MaLR|MLT1H-int	ENSG00000231040.3	LINC01911	ENST00000656564.1
chr2	146898330	146898331	-	Predicted	LTR|ERVL-MaLR|MLT1A0	ENSG00000271583.1	ENSG00000271583	
chr2	149632479	149632480	+	Predicted	LTR|ERVL-MaLR|THE1B	ENSG00000231969.4	MMADHC-DT	
chr2	150572220	150572221	-	Annotated	LTR|ERVL-MaLR|THE1B	ENSG00000236049.1	LINC01920	ENST00000441356.1
chr2	151166702	151166703	-	Predicted	DNA|hAT-Charlie|MER5A	ENSG00000236885.2	ENSG00000236885	
chr2	153449817	153449820	-	Annotated	LTR|ERVL-MaLR|MLT1A1	ENSG00000227400.2	ENSG00000227400	ENST00000454312.1
chr2	153871890	153871954	+	Annotated	LTR|ERV1|LTR12D	ENSG00000144278.15	GALNT13	ENST00000392825.8
chr2	154327194	154327195	+	Predicted	LTR|ERVL-MaLR|THE1C	ENSG00000144278.15	GALNT13	
chr2	155525424	155525519	+	Annotated	DNA|DNA|MER130	ENSG00000286679.1	ENSG00000286679	ENST00000662301.1
chr2	15591178	15591179	+	Annotated	SINE|MIR|MIRb	ENSG00000079785.16	DDX1	ENST00000381341.7
chr2	156879572	156879573	+	Predicted	SINE|Alu|AluSq2	ENSG00000286889.1	ENSG00000286889	
chr2	159034462	159034463	+	Predicted	DNA|hAT-Charlie|MER5B	ENSG00000115183.15	TANC1	
chr2	159419929	159419930	-	Predicted	SINE|MIR|MIR3	ENSG00000123636.19	BAZ2B	
chr2	159670810	159670811	-	Predicted	LINE|L1|L1MEf	ENSG00000123636.19	ENSG00000226266.8	
chr2	159733964	159733966	+	Annotated	DNA|TcMar-Tigger|Tigger16b	ENSG00000136536.15	MARCHF7	ENST00000409591.5
chr2	16080832	16080833	+	Annotated	LTR|ERVL|MLT2D	ENSG00000236289.4	GACAT3	ENST00000667080.1
chr2	161620907	161620908	+	Predicted	DNA|TcMar-Tigger|Tigger2a	ENSG00000144290.17	SLC4A10	
chr2	162074355	162074420	-	Annotated	SINE|MIR|MIR3	ENSG00000197635.11	DPP4	ENST00000676810.1
chr2	162074500	162074501	-	Predicted	SINE|MIR|MIR3	ENSG00000197635.11	DPP4	
chr2	162093391	162093430	+	Annotated	LINE|CR1|L3b	ENSG00000233397.3	ENSG00000233397	ENST00000653718.1
chr2	165933857	165933892	+	Annotated	LTR|ERVL-MaLR|MLT1H	ENSG00000224490.5	TTC21B-AS1	ENST00000440322.5
chr2	166027118	166027119	+	Predicted	LINE|L2|L2c	ENSG00000236107.10	SCN1A-AS1	
chr2	166611481	166611482	-	Annotated	LTR|ERV1|LTR12C	ENSG00000136546.17	SCN7A	ENST00000650747.1
chr2	16728121	16728125	+	Annotated	LTR|ERVL-MaLR|THE1D	ENSG00000223536.7	ENSG00000223536	ENST00000423925.6
chr2	167941143	167941180	-	Annotated	LTR|ERVL-MaLR|THE1A	ENSG00000235335.3	B3GALT1-AS1	ENST00000430546.2
chr2	168172911	168172912	-	Predicted	DNA|hAT-Charlie|MER5B	ENSG00000198648.12	STK39	
chr2	168786528	168786540	+	Annotated	LTR|ERV1|MER50	ENSG00000163072.16	NOSTRIN	ENST00000458381.6
chr2	168786664	168786665	+	Predicted	LTR|ERV1|MER50	ENSG00000163072.16	NOSTRIN	
chr2	169583886	169583896	+	Predicted	SINE|MIR|MIRc	ENSG00000138398.17	PPIG	
chr2	169584155	169584181	+	Predicted	LINE|L2|L2c	ENSG00000138398.17	PPIG	
chr2	170337913	170337914	-	Predicted	DNA|TcMar-Tigger|Tigger2a	ENSG00000231898.9	MYO3B-AS1	
chr2	170360793	170360794	+	Predicted	LTR|ERVL-MaLR|MLT1A1	ENSG00000071909.19	MYO3B	
chr2	170743955	170743956	-	Annotated	LTR|ERVL|LTR52	ENSG00000234350.7	ERICH2-DT	ENST00000624200.1
chr2	170914872	170914873	-	Annotated	LTR|ERV1|LTR12C	ENSG00000286115.1	ENSG00000286115	ENST00000651809.1
chr2	171231292	171231314	-	Annotated	LTR|ERVL-MaLR|MLT1C	ENSG00000198586.14	TLK1	ENST00000521943.5
chr2	171231476	171231477	-	Predicted	LTR|ERVL-MaLR|MLT1C	ENSG00000198586.14	TLK1	
chr2	171433115	171433116	-	Annotated	DNA|TcMar-Tigger|MER6A	ENSG00000123600.21	METTL8	ENST00000460539.5
chr2	172315287	172315288	+	Annotated	LINE|L1|L1HS	ENSG00000232555.2	ENSG00000232555	ENST00000445613.1
chr2	173282030	173282041	-	Annotated	LTR|ERV1|LTR12C	ENSG00000238133.6	MAP3K20-AS1	ENST00000423106.2
chr2	173440364	173440365	-	Predicted	LINE|L1|L1MC3	ENSG00000213148.3	JPT1P1	
chr2	174396080	174396083	+	Predicted	SINE|MIR|MIRc	ENSG00000144306.15	SCRN3	
chr2	174396143	174396154	+	Predicted	SINE|MIR|MIRc	ENSG00000144306.15	SCRN3	
chr2	174547141	174547158	+	Annotated	LTR|ERV1|LTR78	ENSG00000236449.2	ENSG00000236449	ENST00000442996.1
chr2	174547374	174547375	+	Annotated	LTR|ERV1|LTR78	ENSG00000236449.2	ENSG00000236449	ENST00000412835.1
chr2	174940894	174940895	-	Predicted	LINE|L1|L1MC4	ENSG00000128656.15	CHN1	
chr2	175151158	175151159	-	Predicted	DNA|hAT-Charlie|Charlie16a	ENSG00000115966.18	ATF2	
chr2	175994280	175994281	-	Predicted	DNA|TcMar-Mariner|MADE2	ENSG00000144320.14	LNPK	
chr2	176738009	176738010	+	Predicted	LTR|ERVL|LTR16	ENSG00000224577.4	LINC01117	
chr2	177035173	177035174	-	Predicted	LTR|ERVL-MaLR|MLT1J2	ENSG00000236501.6	ENSG00000236501	
chr2	178216772	178216773	+	Predicted	LINE|L1|L1MC4	ENSG00000079156.17	OSBPL6	
chr2	178488967	178488970	+	Predicted	DNA|TcMar-Mariner|MARNA	ENSG00000116095.11	PLEKHA3	
chr2	178614968	178614969	-	Predicted	DNA|hAT-Tip100|MER91B	ENSG00000155657.29	TTN	
chr2	178830795	178830796	-	Predicted	LINE|L2|L2c	ENSG00000155657.29	ENSG00000163492.16	
chr2	179057876	179057877	-	Predicted	LTR|ERV1|MER51C	ENSG00000163492.16	CCDC141	
chr2	179770672	179770673	-	Predicted	DNA|TcMar-Tigger|Tigger16a	ENSG00000144331.20	ZNF385B	
chr2	180692010	180692011	+	Predicted	LTR|ERV1|LTR12C	ENSG00000281131.1	SCHLAP1	
chr2	180692104	180692105	+	Annotated	LTR|ERV1|LTR12C	ENSG00000281131.1	SCHLAP1	ENST00000629145.1
chr2	181173724	181173725	+	Annotated	DNA|hAT-Tip100|MER45C	ENSG00000234663.7	LINC01934	ENST00000645719.1
chr2	181354207	181354210	+	Predicted	LINE|L2|L2b	ENSG00000234663.7	LINC01934	
chr2	181954480	181954560	+	Annotated	DNA|hAT-Charlie|MER119	ENSG00000150722.11	PPP1R1C	ENST00000486067.5
chr2	183997372	183997373	+	Annotated	LTR|ERVL-MaLR|MLT1I	ENSG00000286807.1	ENSG00000286807	ENST00000653932.1
chr2	18561160	18561161	-	Predicted	DNA|hAT-Charlie|MER5A	ENSG00000240857.2	RDH14	
chr2	185736984	185736985	+	Predicted	LTR|ERVL-MaLR|MLT1D	ENSG00000188738.16	FSIP2	
chr2	185952902	185952903	-	Predicted	LTR|ERVL-MaLR|MLT1J	ENSG00000231646.6	ENSG00000287129.1	
chr2	185953268	185953269	-	Predicted	DNA|hAT-Blackjack|MER63B	ENSG00000287129.1	ENSG00000287129	
chr2	186154211	186154212	-	Predicted	Retroposon|SVA|SVA_F	ENSG00000237877.8	LINC01473	
chr2	186402273	186402274	-	Predicted	LINE|L1|L1PA2	ENSG00000237877.8	LINC01473	
chr2	187520618	187520619	-	Predicted	LINE|L1|L1MC3	ENSG00000003436.16	TFPI	
chr2	187529485	187529486	-	Predicted	LTR|ERVL-MaLR|MLT1B	ENSG00000003436.16	TFPI	
chr2	187565759	187565760	-	Annotated	LTR|ERV1|LTR7	ENSG00000003436.16	TFPI	ENST00000421427.5
chr2	187566085	187566086	-	Predicted	LTR|ERV1|LTR7	ENSG00000003436.16	TFPI	
chr2	187676269	187676270	-	Predicted	LTR|ERV1|LTR7	ENSG00000003436.16	TFPI	
chr2	188033794	188033847	+	Annotated	LTR|ERV1|LTR7	ENSG00000289205.2	ENSG00000289205	ENST00000686960.1
chr2	188384312	188384313	-	Annotated	LTR|ERVL-MaLR|THE1B	ENSG00000231689.3	LINC01090	ENST00000632331.1
chr2	188839444	188839445	-	Annotated	LTR|ERVL-MaLR|MSTD	ENSG00000223523.1	ENSG00000223523	ENST00000431708.1
chr2	190760482	190760501	-	Annotated	LTR|ERV1|LTR12C	ENSG00000228509.7	ENSG00000228509	ENST00000691949.2
chr2	191245276	191245277	+	Annotated	LINE|L1|L1M4b	ENSG00000128641.19	MYO1B	ENST00000339514.8
chr2	191694689	191694690	+	Predicted	SINE|Alu|AluYa5	ENSG00000173559.15	NABP1	
chr2	191922546	191922581	+	Annotated	LTR|ERV1|LTR12C	ENSG00000233766.8	CAVIN2-AS1	ENST00000428980.6
chr2	193170704	193170705	+	Annotated	LINE|L1|L1HS	ENSG00000286358.1	ENSG00000286358	ENST00000652985.1
chr2	195448512	195448533	+	Annotated	LTR|ERVL-MaLR|THE1D	ENSG00000224099.2	ENSG00000224099	ENST00000413290.1
chr2	196176326	196176327	-	Annotated	LINE|RTE-BovB|MamRTE1	ENSG00000081320.11	STK17B	ENST00000420683.1
chr2	196475716	196475720	-	Predicted	LTR|ERVL-MaLR|MLT1K	ENSG00000138411.13	HECW2	
chr2	196586728	196586729	-	Annotated	DNA|hAT-Charlie|Charlie25	ENSG00000138411.13	HECW2	ENST00000644256.1
chr2	196923137	196923148	-	Predicted	LINE|L1|L1ME4b	ENSG00000197121.15	PGAP1	
chr2	19711715	19711716	+	Annotated	DNA|DNA|UCON78	ENSG00000235911.1	ENSG00000235911	ENST00000432822.1
chr2	197198037	197198038	-	Annotated	LINE|L2|L2c	ENSG00000065413.20	ANKRD44	ENST00000328737.6
chr2	197314190	197314191	+	Predicted	LTR|ERVL|ERVL-E-int	ENSG00000225979.1	ANKRD44-DT	
chr2	199879610	199879611	-	Predicted	LTR|ERV1|LTR38C	ENSG00000232732.11	ENSG00000232732	
chr2	199923832	199923833	+	Predicted	DNA|hAT-Charlie|Charlie5	ENSG00000178074.6	C2orf69	
chr2	199956027	199956028	+	Predicted	LINE|L1|L1MDb	ENSG00000162972.11	MAIP1	
chr2	200519783	200519784	-	Annotated	DNA|TcMar-Tigger|Tigger3c	ENSG00000155729.13	KCTD18	ENST00000468413.5
chr2	200523720	200523721	+	Predicted	LTR|ERVL-MaLR|MLT1N2	ENSG00000163535.18	SGO2	
chr2	200735149	200735203	-	Annotated	LINE|L1|L1MC4	ENSG00000237166.4	LINC01792	ENST00000661396.2
chr2	200888578	200888579	-	Annotated	SINE|Alu|AluSx	ENSG00000240344.10	PPIL3	ENST00000457063.1
chr2	200888990	200889358	-	Annotated	DNA|hAT-Blackjack|MER94	ENSG00000240344.10	ENSG00000196290.17	
chr2	20106828	20106829	-	Annotated	LTR|ERV1|LTR12D	ENSG00000234378.1	ENSG00000234378	ENST00000430429.1
chr2	201115583	201115584	+	Predicted	SINE|Alu|AluJb	ENSG00000003402.21	CFLAR	
chr2	201115903	201116246	+	Annotated	SINE|Alu|AluSg	ENSG00000003402.21	CFLAR	ENST00000443227.5
chr2	201516426	201516427	-	Predicted	LTR|ERVL-MaLR|THE1D	ENSG00000155754.15	C2CD6	
chr2	20331937	20331938	-	Predicted	DNA|hAT-Charlie|MER58B	ENSG00000055917.17	PUM2	
chr2	203533387	203533433	-	Annotated	DNA|TcMar-Tigger|Tigger19b	ENSG00000173166.18	RAPH1	ENST00000428637.5
chr2	204428743	204428744	+	Predicted	LTR|ERVL-MaLR|MLT1D	ENSG00000237843.2	ENSG00000237843	
chr2	204678697	204678698	-	Annotated	LTR|ERV1|LTR1E	ENSG00000287524.1	ENSG00000287524	ENST00000671212.1
chr2	20501310	20501311	-	Annotated	LTR|ERVK|LTR5A	ENSG00000227047.1	ENSG00000227047	ENST00000441870.1
chr2	20501523	20501524	-	Annotated	LTR|ERVK|LTR5A			NR_157978.1
chr2	206203543	206203544	+	Annotated	LTR|ERVL|MER21C	ENSG00000279220.4	CMKLR2-AS	ENST00000648653.1
chr2	206292015	206292016	+	Predicted	LINE|L1|L1ME3A	ENSG00000204186.10	ZDBF2	
chr2	206766261	206766262	+	Predicted	SINE|Alu|AluSx	ENSG00000118246.14	FASTKD2	
chr2	207235603	207235604	-	Predicted	LTR|ERVL-MaLR|MLT1A0	ENSG00000234902.6	ENSG00000234902	
chr2	207559122	207559227	+	Annotated	LINE|L2|L2b	ENSG00000118260.15	CREB1	ENST00000480189.5
chr2	207612114	207612117	-	Predicted	SINE|Alu|AluSq2	ENSG00000144401.14	METTL21A	
chr2	207662375	207662431	+	Annotated	LTR|ERVL-MaLR|MLT1A1	ENSG00000224137.2	LINC01857	ENST00000429730.2
chr2	208334372	208334373	+	Annotated	LINE|L2|L2a	ENSG00000115020.17	PIKFYVE	ENST00000474721.1
chr2	209299674	209299692	+	Annotated	LTR|ERV1|LTR7	ENSG00000289113.1	ENSG00000289113	ENST00000687320.1
chr2	210519718	210519719	+	Annotated	LTR|ERVL-MaLR|MLT1N2			NM_001369256.1
chr2	211592379	211592380	-	Predicted	LTR|ERV1|LTR6B	ENSG00000178568.15	ERBB4	
chr2	21221169	21221186	+	Annotated	SINE|MIR|MIRb	ENSG00000233005.2	ENSG00000233005	ENST00000670105.1
chr2	212429246	212429247	-	Annotated	LTR|ERVL|LTR33	ENSG00000178568.15	ERBB4	ENST00000435846.1
chr2	212816924	212816925	+	Predicted	LTR|ERVL|LTR16E2	ENSG00000234308.3	LINC01878	
chr2	21317660	21317710	+	Annotated	LTR|ERV1|LTR78	ENSG00000231204.7	ENSG00000231204	ENST00000653699.1
chr2	213818852	213818853	+	Predicted	LTR|ERVL-MaLR|THE1D	ENSG00000144451.20	SPAG16	
chr2	21396439	21396440	+	Annotated	SINE|MIR|MIR3	ENSG00000231204.7	ENSG00000231204	ENST00000667904.1
chr2	21396583	21396584	+	Annotated	LTR|ERVL|LTR16	ENSG00000231204.7	ENSG00000231204	ENST00000417609.1
chr2	214630455	214630456	-	Predicted	LTR|ERVL-MaLR|THE1C	ENSG00000197585.10	ENSG00000197585	
chr2	215456893	215456894	+	Predicted	LINE|L1|L1M6	ENSG00000225166.2	ENSG00000225166	
chr2	215582634	215582635	-	Annotated	LTR|ERVL-MaLR|MLT1A0	ENSG00000227981.2	ENSG00000227981	ENST00000457625.2
